CASE_NUMBER,CASE_DATE,CASE_ADDRESS,CASE_STATUS,DESCRIPTION,VICT_TYPE,vict_type_generic,case_vict_type_generic,weapon_inferred,name_is_vague,null_dob,age_at_case,RACE,SEX,person_uid_is_custom_match,person_uid
15V0387,2015-09-05,500 S PULASKI ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,36,BLACK,MALE,0,76c2b72b90
15V0391,2015-09-05,5300 REMMELL AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,35,BLACK,MALE,0,f2d44aec1c
15V0391,2015-09-05,5300 REMMELL AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,MALE,0,f669c9c18d
15V0392,2015-09-06,3800 OLD YORK RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,29,BLACK,MALE,0,0606853abc
15V0393,2015-09-06,1500 E CHASE ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,18,BLACK,MALE,0,10948fed25
15V0394,2015-09-06,2400 MAISEL CT,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,22,BLACK,MALE,0,c065b8ab09
15V0394,2015-09-06,2400 MAISEL CT,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,29,BLACK,MALE,0,d49287503a
15H0218,2015-09-07,3200 DORITHAN RD,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,45,BLACK,MALE,0,526e34da11
15V0395,2015-09-07,1300 N CAREY ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,24,BLACK,MALE,0,5be4a659a7
15V0396,2015-09-10,4900 REISTERSTOWN RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,28,BLACK,MALE,0,b1c0badfe8
15H0219,2015-09-11,3800 CLIFTON AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,23,BLACK,MALE,0,8b766eb757
15H0220,2015-09-11,2400 BARCLAY ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,45,BLACK,MALE,0,548a9d3a75
15H0220,2015-09-11,2400 BARCLAY ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,9,BLACK,FEMALE,0,8e68cb03fe
15H0221,2015-09-11,6100 FORTVIEW WY,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,26,WHITE,MALE,0,8bb18857b8
15V0397,2015-09-11,4100 AUDREY AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,1,,BLACK,MALE,0,a09bed3427
15V0397,2015-09-11,4100 AUDREY AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,29,BLACK,MALE,0,c9e5148644
15V0397,2015-09-11,4100 AUDREY AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,f65ea64d90
15V0397,2015-09-11,4100 AUDREY AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,1,,BLACK,MALE,0,6a23571c61
15V0397,2015-09-11,4100 AUDREY AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,43,BLACK,MALE,0,f10e80460e
15V0398,2015-09-11,001 SHIPLEY ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,0,b2defeeb44
15H0222,2015-09-12,1900 VINE ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,36,BLACK,MALE,0,2f3641d489
15V0399,2015-09-12,2000 KENNEDY AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,28,BLACK,MALE,0,c793dd98fc
15V0399,2015-09-12,2000 KENNEDY AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,18,BLACK,FEMALE,0,c7bb23606d
15V0400,2015-09-12,1000 N MOUNT ST,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,20,BLACK,MALE,0,4f643b568e
15V0400,2015-09-12,1000 N MOUNT ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,MALE,0,c85480ce45
15V0401,2015-09-12,2100 RIDGEHILL AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,20,BLACK,MALE,0,827f82a286
15V0402,2015-09-12,200 S MONASTERY AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,34,BLACK,MALE,0,4917e6158c
15H0223,2015-09-13,2330 HARFORD RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,53,BLACK,MALE,0,70d05286d2
15H0223,2015-09-13,2330 HARFORD RD,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,34,BLACK,MALE,0,f07345a937
15H0224,2015-09-14,5100 ARBUTUS AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,39,BLACK,MALE,0,503f84234e
15H0225,2015-09-15,2300 MC CULLOH ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,29,BLACK,MALE,0,2f41147381
15H0226,2015-09-15,4600 MARBLE HALL RD,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,29,BLACK,MALE,0,5bbc3723f0
15V0405,2015-09-15,900 W LEXINGTON ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,22,BLACK,MALE,0,15f1ef01ee
15V0406,2015-09-15,500 E 34TH ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,23,BLACK,MALE,0,9169b67e1d
15V0406,2015-09-15,500 E 34TH ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,22,BLACK,MALE,0,48345dd5de
15H0227,2015-09-16,1000 N KENWOOD AV,OPEN,PERSON OF INTEREST,,,HOMICIDE,Firearm,1,1,,BLACK,MALE,0,30b341494b
15H0227,2015-09-16,1000 N KENWOOD AV,OPEN,PERSON OF INTEREST,,,HOMICIDE,Firearm,1,0,35,BLACK,MALE,0,30b341494b
15H0227,2015-09-16,1000 N KENWOOD AV,OPEN,PERSON OF INTEREST,,,HOMICIDE,Firearm,1,0,39,BLACK,MALE,0,30b341494b
15H0227,2015-09-16,1000 N KENWOOD AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,31,BLACK,MALE,0,bfb61c696a
15V0407,2015-09-16,700 GLENWOOD AV,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,32,BLACK,MALE,0,a74ed8a18d
15V0407,2015-09-16,700 GLENWOOD AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,31,BLACK,MALE,0,5e7bf2f4a7
15V0408,2015-09-16,4700 BEAUFORT AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,1,,BLACK,MALE,0,16a19f0761
15V0409,2015-09-16,2300 CALVERTON HEIGHTS AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,23,BLACK,MALE,0,c888c75bc6
15V0410,2015-09-16,5900 BELAIR RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,31,BLACK,MALE,0,789411530d
15V0411,2015-09-17,900 N CALHOUN ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,40,BLACK,MALE,0,5393eb3eae
15V0412,2015-09-17,2500 QUANTICO AV,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,27,BLACK,MALE,0,7b414c219a
15V0412,2015-09-17,2500 QUANTICO AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,40,BLACK,MALE,0,64e4a16ce5
15V0414,2015-09-18,4500 WAKEFIELD RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,22,HISPANIC,MALE,0,17a482feb1
15V0414,2015-09-18,4500 WAKEFIELD RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,23,HISPANIC,MALE,0,ad800ed5ff
15H0229,2015-09-19,900 N CALHOUN ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,31,BLACK,MALE,0,5828cc008a
15H0230,2015-09-19,2800 ASHLAND AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,22,BLACK,MALE,0,f53a9d62ed
15V0413,2015-09-20,2800 FENWICK AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,266cd5c7ef
15V0413,2015-09-20,2800 FENWICK AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,55,BLACK,MALE,0,826f8d7a89
15V0415,2015-09-20,2400 ALASKA CT,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,2e1750538e
15H0232,2015-09-21,4800 CORDELIA AV,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,21,BLACK,MALE,0,63f7d2f5f8
15H0232,2015-09-21,4800 CORDELIA AV,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,29,BLACK,MALE,0,2251456346
15V0416,2015-09-21,500 DOLPHIN ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,0,d9a919ff30
15V0417,2015-09-21,4200 WALRAD ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,28,BLACK,MALE,0,3b852fdd4f
15V0417,2015-09-21,4200 WALRAD ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,13,BLACK,MALE,0,0ee4e3828b
15V0419,2015-09-21,3600 5TH ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,18,BLACK,MALE,0,bd3f257fc4
15H0233,2015-09-22,300 S CALHOUN ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,20,BLACK,MALE,0,87e23427f9
15H0233,2015-09-22,300 S CALHOUN ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,17,BLACK,MALE,0,988cb0503a
15V0418,2015-09-22,1152 MONROE CIR,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,20,BLACK,MALE,0,76ef664c3d
15V0420,2015-09-22,2000 KENNEDY AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,24,BLACK,MALE,0,d8365280f1
15V0420,2015-09-22,2000 KENNEDY AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,1,f60cf43f58
15V0420,2015-09-22,2000 KENNEDY AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,0,76929a8ae4
15V0421,2015-09-22,800 E NORTH AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,MALE,0,3747ad6150
15H0234,2015-09-23,3600 FRISBY ST,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,33,BLACK,MALE,0,26040b3d10
15H0234,2015-09-23,3600 FRISBY ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,31,BLACK,MALE,0,6cb66765a6
15V0422,2015-09-23,700 DR BENJAMIN QUARLES PL,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,19,BLACK,MALE,0,2d4de71023
15V0423,2015-09-23,2700 RITTENHOUSE AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,6af43f6bf9
15V0423,2015-09-23,2700 RITTENHOUSE AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,6af43f6bf9
15V0423,2015-09-23,2700 RITTENHOUSE AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,41,BLACK,MALE,0,626faf8e3a
15H0235,2015-09-24,1624 EUTAW PL,OPEN,PERSON OF INTEREST,,,HOMICIDE,Firearm,1,0,22,BLACK,MALE,0,ba65157a2a
15H0235,2015-09-24,1624 EUTAW PL,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,34,BLACK,MALE,0,cbfc8f4dd7
15V0424,2015-09-24,4900 ALHAMBRA AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,0,fd06758e51
15V0425,2015-09-27,2300 RUSKIN AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,22,BLACK,MALE,0,7c62d3a625
15V0426,2015-09-27,2802 HINSDALE DR,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,23,BLACK,MALE,0,8a668143f2
15V0427,2015-09-27,700 E HOFFMAN ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,28,BLACK,MALE,1,68045e9bb3
15H0236,2015-09-28,512 N MOUNT ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,26,BLACK,MALE,0,47e5957e05
15V0428,2015-09-28,4100 EIERMAN AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,47,BLACK,MALE,0,3111b9ba42
15V0429,2015-09-28,3000 EDMONDSON AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,32,BLACK,MALE,0,980d391d0b
15H0237,2015-09-29,5200 WINDSOR MILL RD,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,30,BLACK,MALE,0,4ac858db0a
15H0237,2015-09-29,5200 WINDSOR MILL RD,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,29,BLACK,MALE,0,c2daa1da96
15H0238,2015-09-30,4700 PARKSIDE DR,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,32,BLACK,MALE,0,3316d9b8bd
15H0239,2015-09-30,1815 PENROSE AV,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,25,BLACK,FEMALE,0,59dc7ac6d3
15H0239,2015-09-30,1815 PENROSE AV,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,18,BLACK,MALE,0,dc0f144864
15H0239,2015-09-30,1815 PENROSE AV,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,21,BLACK,MALE,0,3b0e0e04cf
15V0433,2015-09-30,200 N SPRING CT,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,21,WHITE,FEMALE,0,8afdb06d74
15V0431,2015-10-01,3500 KENTUCKY AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,24,BLACK,MALE,0,6e63589237
15H0240,2015-10-02,5900 CROSS COUNTRY BLVD,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,36,BLACK,MALE,0,0a35126fda
15H0241,2015-10-02,5400 REISTERSTOWN RD,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,71,BLACK,MALE,0,1601bb6092
15H0241,2015-10-02,5400 REISTERSTOWN RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,32,BLACK,MALE,0,2efb45618a
15H0241,2015-10-02,5400 REISTERSTOWN RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,54,BLACK,MALE,0,c7a0c55b79
15H0241,2015-10-02,5400 REISTERSTOWN RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,d2b27057ad
15H0241,2015-10-02,5400 REISTERSTOWN RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,41,BLACK,FEMALE,0,d3ce795a48
15H0242,2015-10-02,1700 SHERWOOD AV,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,25,BLACK,MALE,0,9c40288431
15H0242,2015-10-02,1700 SHERWOOD AV,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,19,BLACK,MALE,0,d6d890088a
15H0242,2015-10-02,1700 SHERWOOD AV,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,20,BLACK,MALE,0,c05f6a9d4a
15V0432,2015-10-02,3806 S HANOVER ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,58,OTHER,MALE,0,4452a56806
15H0243,2015-10-03,100 N MOUNT ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,29,BLACK,MALE,0,a86dd820c6
15H0244,2015-10-03,3000 JANICE AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,25,BLACK,MALE,0,fd4fb34ac8
15H0246,2015-10-04,1104 ORLEANS ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,20,BLACK,MALE,0,f3e7896b8c
15V0437,2015-10-04,3500 OLD YORK RD,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,9,BLACK,FEMALE,0,f76609e1e9
15V0438,2015-10-04,300 S PAYSON ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,29,BLACK,MALE,0,02bd035d97
15H0247,2015-10-05,2700 FENWICK AV,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,23,BLACK,MALE,0,95b7f9a45e
15H0247,2015-10-05,2700 FENWICK AV,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,23,BLACK,MALE,0,06f54f5f87
15V0439,2015-10-06,200 N PAYSON ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,18,BLACK,MALE,0,2371e9d923
15V0439,2015-10-06,200 N PAYSON ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,1,3b75669caf
15V0439,2015-10-06,200 N PAYSON ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,1,,BLACK,MALE,0,c4e8db4b48
15V0439,2015-10-06,200 N PAYSON ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,23,BLACK,MALE,1,d2b0cdf5a6
15V0439,2015-10-06,200 N PAYSON ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,17,BLACK,MALE,0,e1861ab132
15H0248,2015-10-07,1400 HORNERS LA,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,19,HISPANIC,MALE,0,498002aa53
15H0249,2015-10-07,1400 DRUID HILL AV,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,25,BLACK,MALE,0,e38fbcdaff
15H0249,2015-10-07,1400 DRUID HILL AV,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,43,BLACK,MALE,0,42c2ac0f4c
15H0250,2015-10-08,1361 W NORTH AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,26,BLACK,MALE,0,86edff40cb
15V0440,2015-10-08,3200 PHELPS LA,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,28,BLACK,MALE,0,b3877435cb
15V0441,2015-10-10,400 AISQUITH ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,3141d62c08
15H0251,2015-10-11,1600 CHURCH ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,17,WHITE,MALE,0,b03afe1d63
15H0251,2015-10-11,1600 CHURCH ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,25,WHITE,FEMALE,0,b9533b9da2
15V0442,2015-10-11,2300 BRYANT AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,57,WHITE,MALE,0,b1b160666a
15H0252,2015-10-12,2100 CLIFTON AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,20,BLACK,MALE,0,9ecc085952
15H0253,2015-10-12,1100 CLEVELAND ST,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,18,BLACK,MALE,0,f12c5f0d53
15H0253,2015-10-12,1100 CLEVELAND ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,29,BLACK,MALE,0,3f55d62946
15V0443,2015-10-12,1800 MC HENRY ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,29,WHITE,MALE,0,39aec0066b
15V0444,2015-10-12,1600 LOCUST ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,44,BLACK,MALE,0,0adce67fbb
15H0254,2015-10-13,5000 PALMER AV,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,23,BLACK,MALE,0,c5cd333ea6
15H0254,2015-10-13,5000 PALMER AV,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,27,BLACK,MALE,0,3dab67013a
15V0446,2015-10-14,3200 CHELSEA TER,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,18,BLACK,MALE,0,29cd80040d
15H0255,2015-10-15,6600 HARFORD RD,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,29,BLACK,MALE,0,30ee746e8b
15H0255,2015-10-15,6600 HARFORD RD,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,33,BLACK,MALE,0,29c99554ad
15H0256,2015-10-15,700 N EDEN ST,OPEN,PERSON OF INTEREST,,,HOMICIDE + NON FATAL SHOOTING,Firearm,1,0,37,BLACK,MALE,0,541a3d745f
15H0256,2015-10-15,700 N EDEN ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,19,BLACK,MALE,0,5f2c22718b
15H0256,2015-10-15,700 N EDEN ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,20,BLACK,MALE,0,97759d79e9
15H0257,2015-10-16,900 PENNSYLVANIA AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,29,BLACK,MALE,0,be7ebb61a6
15H0258,2015-10-16,900 N EDEN ST,OPEN,SUSPECT,,,HOMICIDE,Firearm,0,0,26,BLACK,MALE,0,176a9cbb7c
15H0258,2015-10-16,900 N EDEN ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,22,BLACK,MALE,0,7e1037d1fc
15H0259,2015-10-17,1200 N DECKER AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,32,BLACK,MALE,0,313351488a
15V0447,2015-10-17,5800 MORAVIA RD,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,24,BLACK,MALE,0,ea11f5d610
15V0447,2015-10-17,5800 MORAVIA RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,49,BLACK,MALE,0,dd337cea8c
15V0449,2015-10-18,3500 EDMONDSON AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,57,BLACK,MALE,0,0debd0b321
15V0450,2015-10-19,3000 INDEPENDENCE ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,19,BLACK,MALE,0,c7e2186cf6
